label,hand,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
right_cursor,Right,0.0,0.0,0.0,-0.26643845198346894,-0.2372538543303103,-0.12982603835216794,-0.42481400470093816,-0.5931774936466075,-0.20264605918272932,-0.39263615856395817,-0.948781095524625,-0.2833669132131332,-0.21624186673799164,-1.1425217564540835,-0.3545518414033172,-0.34038943971347535,-1.0328207899964021,-0.05591587861525393,-0.3913326980414342,-1.5374481981120145,-0.2014423675391532,-0.4050688117334347,-1.8501371591577385,-0.2952508223721143,-0.3991602601509876,-2.1225641720832242,-0.35822268053320844,-0.13289421073290467,-0.9878271199178624,-0.08084992213019934,-0.1122605375023767,-1.3202272790590421,-0.36737695322956143,-0.16681259431873932,-0.9758201311105292,-0.4525168371005545,-0.2010337750863153,-0.6622130656989961,-0.42512112853122586,0.06026926583328267,-0.8984128361753055,-0.12636665794981242,0.043295869040259595,-1.0511576239790623,-0.3807248576238001,-0.03770541233197545,-0.6969019187777459,-0.3616712781870862,-0.0791823128971555,-0.4548499310783832,-0.2630048043756525,0.23541278918839956,-0.7726517208801177,-0.1842787512254833,0.2079145800093335,-0.8820870416947958,-0.3237824149563092,0.13460390997640156,-0.6429695399147144,-0.2860060383289337,0.10452718975249904,-0.48585058336044584,-0.21015760556877633
right_cursor,Right,0.0,0.0,0.0,-0.2696375592886064,-0.2448051092252137,-0.11768756936222398,-0.4310404933486862,-0.5975699411710981,-0.18639171188377504,-0.4070814365839555,-0.9658869276065858,-0.26516199186972433,-0.22565561690919586,-1.1714650718199355,-0.3331406733120131,-0.3473668581042385,-1.0304270532389608,-0.037821897856613614,-0.4108395850008332,-1.5441111580347706,-0.17786898110899926,-0.43800723105448286,-1.8557425342758924,-0.2664138064202559,-0.4474488289942413,-2.129075786492114,-0.32531096180108793,-0.14076385373637781,-0.9877163505425689,-0.06783766175328171,-0.10589623269748057,-1.3534025839086916,-0.34794818747761985,-0.15983982561424817,-1.0045926105820862,-0.42892271285736816,-0.20237348912847877,-0.6851893371879638,-0.39785196755644636,0.05193050988294283,-0.9012167273528728,-0.1171625990095654,0.04392760118599715,-1.0740140998870507,-0.3665590319347184,-0.03834496564184701,-0.7121086366110817,-0.33992139693266393,-0.08139892764142918,-0.4608479903185619,-0.23505541855227582,0.2289527257891954,-0.7749159912480539,-0.17773151448708674,0.20381537491208063,-0.906515362542306,-0.3075889400991522,0.13010068543970696,-0.6626989679719121,-0.2582380078969809,0.09834600335381098,-0.4931045293083343,-0.17440506812455722
right_cursor,Right,0.0,0.0,0.0,-0.2799677297345455,-0.24335731699215143,-0.12404114671961093,-0.4337569268608599,-0.6014039963208393,-0.19379810741544437,-0.41099729965136766,-0.981068106073953,-0.2736116889558634,-0.24024816643665275,-1.185099055024346,-0.3443683543942639,-0.34934653171595,-1.0258276065766405,-0.031853402024804495,-0.4235455800784919,-1.5236362605969829,-0.16312157681031653,-0.4568242189724486,-1.8260539976594032,-0.24875704154404468,-0.47069870863204094,-2.0917574636923835,-0.30769281639658097,-0.14640548384844027,-0.9874122589916061,-0.05985369739788404,-0.11844243427172069,-1.375820259024237,-0.3353970755592258,-0.1732092305692858,-1.0665346789050112,-0.4258007047977933,-0.2168372866742717,-0.753220619110599,-0.40429791559433337,0.04315592855069654,-0.900292750975655,-0.1069998727918481,0.022359833897474975,-1.0935884186320877,-0.36256350152774713,-0.055394589096203505,-0.7362272039979036,-0.353136559731572,-0.0961319636071476,-0.4630713560313788,-0.25907073455898555,0.21647928104951294,-0.7729883945358447,-0.16468421637858946,0.17649603988874327,-0.9157654363935559,-0.30989122141435077,0.10605739463458881,-0.6697288199680564,-0.27613373472400177,0.07494022997339059,-0.4768962380856291,-0.20201717733327393
right_cursor,Right,0.0,0.0,0.0,-0.27154574706823553,-0.22960533475026296,-0.11779883518982553,-0.4490561355928113,-0.5941807753475207,-0.18339745051286618,-0.4383092236627759,-0.9862497101541317,-0.2582161421442536,-0.23889196597411216,-1.1791462175195742,-0.32481867024175975,-0.36070214390786026,-1.0222044700441986,-0.032765210234101526,-0.4297437903249346,-1.5053778093852141,-0.15225366238705304,-0.4555580342286637,-1.7987712119841357,-0.22784808282704563,-0.4684893250104883,-2.0533103201626832,-0.2810139348027439,-0.1588269162122595,-0.9855391465533062,-0.059047449542589864,-0.13670035238383466,-1.3431462300964825,-0.3150367894809917,-0.1836480628929302,-1.0164621977339905,-0.38984925763866435,-0.2253361526261199,-0.6983740514350895,-0.3605486600131982,0.030245115500304898,-0.9015229764695848,-0.10349575938326536,0.011914266417105747,-1.0821112654895728,-0.3398224079816211,-0.060857838904302144,-0.7320617750749037,-0.32453106116523517,-0.10420608556744759,-0.4673074692254419,-0.23174254234817687,0.2068847010814201,-0.7704713630240128,-0.15824771348336988,0.16917020868196206,-0.9120564776310729,-0.29184909317317087,0.10122051000248275,-0.670498931400667,-0.2572373951639839,0.0686290844896563,-0.47708907808687295,-0.18549205726687254
right_cursor,Right,0.0,0.0,0.0,-0.27437208059217116,-0.2525973503904264,-0.10627110596252973,-0.4324274911988173,-0.6349139479122121,-0.16235682605300783,-0.3960243576105754,-1.0265708901634658,-0.2297618645860643,-0.20621269678000506,-1.2053666112033654,-0.2886264354840296,-0.3501695287596252,-1.026319563033973,-0.017592587096307996,-0.4252680643208355,-1.5168169638020972,-0.13139608623588223,-0.4539200848642686,-1.8087588970520967,-0.2012852544891262,-0.4681559715562491,-2.061456317366187,-0.2501057616626221,-0.14659819277683708,-0.9879800460986164,-0.049034665141520405,-0.11903541819037534,-1.3735711741164376,-0.298057267683865,-0.16560808196040758,-1.071455586590824,-0.37162876653418425,-0.20787422140345643,-0.7677054023484902,-0.34209103619366826,0.04525635005900183,-0.8980185189904655,-0.09787708914450965,0.025111364698890377,-1.0769702278144035,-0.3311677975413733,-0.05121906194684118,-0.7302059875844013,-0.31631350904536953,-0.09664280169633527,-0.473418557869073,-0.22353425548059902,0.2266531613328985,-0.7636055679002016,-0.15603049645163722,0.19098532941405086,-0.9048351608935696,-0.28415334022047484,0.1158981957592944,-0.6716858240070457,-0.2466581101986482,0.07589254491915398,-0.4885139542326681,-0.17403629008600852
right_cursor,Right,0.0,0.0,0.0,-0.259664823865761,-0.27028471572456514,-0.10904123451337817,-0.4255825099486215,-0.6498526309180026,-0.16402231236385573,-0.3970887422014993,-1.0335372202672832,-0.22948694739897887,-0.186791044237334,-1.2035985727410807,-0.2854597062318237,-0.334265867670868,-1.0361633497595275,-0.0028777432338980414,-0.4146353670979696,-1.5151314844680335,-0.11603374619475246,-0.44878078336123717,-1.808329741355373,-0.18768712745052443,-0.46430060193228506,-2.06222192938574,-0.23693226576752213,-0.13605065851666306,-0.9902025006051944,-0.03145196515962736,-0.09614586366621126,-1.3843713040297976,-0.27803140730354986,-0.1531240832563082,-1.102764898333984,-0.3580358248075381,-0.2048209018027883,-0.819529881497719,-0.33309762714337543,0.05047667397249576,-0.8954776706254814,-0.07847471541677285,0.05070981044552018,-1.082799004791211,-0.310939958139235,-0.040078691727871665,-0.7516219565185795,-0.3012030766437443,-0.09461781651668541,-0.5147428787202363,-0.21090763064082535,0.2226926278670724,-0.7574950369102307,-0.13486642867291734,0.20650158645873076,-0.9148757717539315,-0.25750458883989624,0.13726292040252264,-0.6938277592728972,-0.21835179945068375,0.10431830029693316,-0.5312470778295358,-0.14512143268994443
right_cursor,Right,0.0,0.0,0.0,-0.2627192351025418,-0.27532732420867034,-0.1342710035201517,-0.4122298220844454,-0.6370288437823217,-0.2028846901488222,-0.38161432016040514,-1.0144087272230566,-0.2809842303958397,-0.18662117975927062,-1.2111506481791556,-0.34821388868797853,-0.34343816996639376,-1.0350086177929176,-0.0030009497787487397,-0.41872515461557136,-1.5134397893436582,-0.13614532058693488,-0.4504468158265205,-1.805805760912173,-0.22646946769221052,-0.4607930424099966,-2.0628233333761403,-0.2881732084203761,-0.13640439993163714,-0.9902810658183674,-0.02715235461112794,-0.09123651100695622,-1.3449120596988122,-0.31260477965755123,-0.14308292423455182,-1.010165106747017,-0.4134913945571314,-0.19523723497832002,-0.6975091963861071,-0.39319076152212185,0.058187071967237686,-0.9017370871722266,-0.0749774021968751,0.06152319230730551,-1.0587749708878125,-0.33996050121634397,-0.02466201101870624,-0.7207479668453625,-0.34635565829970416,-0.08533884767323592,-0.47495125292015256,-0.2585628142534569,0.2308605425794499,-0.776362620317984,-0.13459817484081,0.21670160703589633,-0.8949336154471288,-0.2834966221670812,0.1413208514006316,-0.657822559947136,-0.25840777794527425,0.09589702568660473,-0.4769844882447679,-0.18871537756476575
right_cursor,Right,0.0,0.0,0.0,-0.26607157608127213,-0.25592417824326213,-0.1370652156528356,-0.414299193056773,-0.6388097299891348,-0.20261452768386878,-0.38409309330808833,-1.0302573392065453,-0.2768764130593106,-0.19411517193377215,-1.2281978154953552,-0.342081279408413,-0.34330740754764166,-1.0321309676211972,-0.009738507894054707,-0.41763377359375825,-1.5158197768228932,-0.138390636417493,-0.447413294834603,-1.8178266288387617,-0.2263240550473251,-0.45580218435841874,-2.079539372557049,-0.2885580850116033,-0.13918605501773448,-0.9897075033129261,-0.0332610879962549,-0.09860085383901702,-1.3730742668346523,-0.3156669479685524,-0.1495027184271801,-1.060719044602009,-0.41727802780303747,-0.19856802717541494,-0.7444636411693264,-0.39981090008182335,0.0556656904401523,-0.8998213874176643,-0.07968559697446738,0.05085210929050766,-1.0898856488673236,-0.3476961891386797,-0.031054622692524007,-0.7464416581496476,-0.3581145887174122,-0.08555374652147088,-0.4818546923469469,-0.2732557090734919,0.23416282077899664,-0.7754511917694228,-0.1375716251943218,0.2125334124129252,-0.9122716750618632,-0.2970629482806894,0.1405953006542691,-0.6778130053806312,-0.280865830629593,0.09970473853111733,-0.4887289720744872,-0.21711129157363718
right_cursor,Right,0.0,0.0,0.0,-0.2681555459674143,-0.2547559241325217,-0.13052553986490986,-0.4186514389751087,-0.6429926120210903,-0.19094673473006454,-0.3889824000281491,-1.0448447729336114,-0.2609265173680001,-0.20120798113247074,-1.243760189796756,-0.32190612646243183,-0.3467639585226621,-1.028353644419207,-0.005371102384108578,-0.42436563527192084,-1.5222016309442068,-0.12756620083407255,-0.45130039637375174,-1.8306395504555055,-0.20995575576651515,-0.4584364269170529,-2.098951612952544,-0.2681255757259801,-0.1444964996647035,-0.989120004876468,-0.02761118501304186,-0.10178799782387327,-1.3854567283925106,-0.3026831313364867,-0.15529882613983242,-1.0828428841769797,-0.40068363058829504,-0.2065024396532714,-0.7685335193125854,-0.3814892345240226,0.04906878665150288,-0.9028986869224505,-0.07090023521552556,0.04827643698125439,-1.1030674569003518,-0.3319928049129723,-0.03640193565186931,-0.7539242517869652,-0.3375851881306642,-0.09229445231408544,-0.4814162765831319,-0.2496729849924365,0.22754963981549314,-0.7804544139970852,-0.12501941166139838,0.2068574709076755,-0.9273807045920329,-0.27934895242071917,0.1331992293431666,-0.6922101015845133,-0.25936336652007613,0.090215297478287,-0.49828294709841237,-0.192534486264977
right_cursor,Right,0.0,0.0,0.0,-0.27052730547124926,-0.2598778331726146,-0.1335085137660989,-0.41743811021381527,-0.6384545700360464,-0.19547282295253046,-0.3844043952255478,-1.0337816509358273,-0.2677419650183888,-0.19923567504337578,-1.23380625702007,-0.3306986377072794,-0.3494847524046487,-1.0315362318195138,0.002341444880920694,-0.4251633951079639,-1.5190902531713841,-0.12399184267712267,-0.45472990806120733,-1.8224606823198235,-0.21239747456342065,-0.4631298179541572,-2.086713219761218,-0.27540132286695373,-0.14656106237505165,-0.9889551595053642,-0.022080477422736094,-0.1065091026376942,-1.3699186747695404,-0.3058027086285041,-0.15584958597668266,-1.0619245784056899,-0.413044320454745,-0.20322736876821934,-0.7500823411075643,-0.39943922049698355,0.048091890900816905,-0.9020686753299122,-0.06929343117580233,0.04605607348210777,-1.089262489123009,-0.338954111314133,-0.03725133984529631,-0.7436921702825752,-0.3546571780311723,-0.09281090053053173,-0.4772927996396123,-0.2727431285470293,0.2270376341702749,-0.7828062842846049,-0.12771611144534242,0.20551300216372445,-0.9120810559569911,-0.28949779866492764,0.12903762928660822,-0.6735606608786517,-0.2770988833600085,0.08469078453159336,-0.4815328470038267,-0.21525442491171295
